provinsi,jenis,daerah,upah,peng,ump,gk,tahun,Cluster
ACEH,MAKANAN,PERKOTAAN,11226.0,466355.0,1899999.9999999998,293697.0,2015,8
ACEH,MAKANAN,PERKOTAAN,11226.0,466355.0,1899999.9999999998,302128.0,2015,8
ACEH,MAKANAN,PERKOTAAN,13627.000000000002,548853.0,2118500.0,306243.0,2016,8
ACEH,MAKANAN,PERKOTAAN,13627.000000000002,548853.0,2118500.0,319768.0,2016,8
ACEH,MAKANAN,PERDESAAN,11226.0,395136.0,1899999.9999999998,297479.0,2015,0
ACEH,MAKANAN,PERDESAAN,11226.0,395136.0,1899999.9999999998,306737.0,2015,0
ACEH,MAKANAN,PERDESAAN,13627.000000000002,412251.0,2118500.0,315697.0,2016,0
ACEH,MAKANAN,PERDESAAN,13627.000000000002,412251.0,2118500.0,324854.0,2016,0
ACEH,MAKANAN,PERDESAANPERKOTAAN,11226.0,415354.0,1899999.9999999998,296406.0,2015,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,11226.0,415354.0,1899999.9999999998,305428.0,2015,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,13627.000000000002,451952.0,2118500.0,312801.0,2016,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,13627.000000000002,451952.0,2118500.0,323548.0,2016,5
ACEH,MAKANAN,PERKOTAAN,14809.0,610732.0,2500000.0,330153.0,2017,8
ACEH,MAKANAN,PERKOTAAN,14809.0,610732.0,2500000.0,347811.0,2017,8
ACEH,MAKANAN,PERKOTAAN,13814.0,637432.0,2700000.0,351777.0,2018,8
ACEH,MAKANAN,PERKOTAAN,13814.0,637432.0,2700000.0,360318.0,2018,8
ACEH,MAKANAN,PERDESAAN,14809.0,494150.0,2500000.0,331267.0,2017,0
ACEH,MAKANAN,PERDESAAN,14809.0,494150.0,2500000.0,346070.0,2017,0
ACEH,MAKANAN,PERDESAAN,13814.0,506656.0,2700000.0,353915.0,2018,0
ACEH,MAKANAN,PERDESAAN,13814.0,506656.0,2700000.0,362463.0,2018,0
ACEH,MAKANAN,PERDESAANPERKOTAAN,14809.0,529161.0,2500000.0,330958.0,2017,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,14809.0,529161.0,2500000.0,346552.0,2017,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,13814.0,547668.0,2700000.0,353291.0,2018,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,13814.0,547668.0,2700000.0,361835.0,2018,5
ACEH,MAKANAN,PERKOTAAN,15065.000000000002,639421.0,2916810.0,364040.0,2019,8
ACEH,MAKANAN,PERKOTAAN,15065.000000000002,639421.0,2916810.0,377620.0,2019,8
ACEH,MAKANAN,PERKOTAAN,18099.0,655222.0,3165031.0,398026.0,2020,8
ACEH,MAKANAN,PERKOTAAN,18099.0,655222.0,3165031.0,399504.0,2020,8
ACEH,MAKANAN,PERDESAAN,15065.000000000002,520759.0,2916810.0,372626.0,2019,0
ACEH,MAKANAN,PERDESAAN,15065.000000000002,520759.0,2916810.0,387367.0,2019,0
ACEH,MAKANAN,PERDESAAN,18099.0,566947.0,3165031.0,396615.0,2020,0
ACEH,MAKANAN,PERDESAAN,18099.0,566947.0,3165031.0,397816.0,2020,0
ACEH,MAKANAN,PERDESAANPERKOTAAN,15065.000000000002,559299.0,2916810.0,370093.0,2019,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,15065.000000000002,559299.0,2916810.0,384381.0,2019,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,18099.0,595634.0,3165031.0,397032.0,2020,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,18099.0,595634.0,3165031.0,398316.0,2020,5
ACEH,MAKANAN,PERKOTAAN,17037.0,734401.0,3165031.0,418047.0,2021,8
ACEH,MAKANAN,PERKOTAAN,17037.0,734401.0,3165031.0,426126.0,2021,8
ACEH,MAKANAN,PERKOTAAN,16772.0,736172.0,3166460.0,448528.0,2022,8
ACEH,MAKANAN,PERKOTAAN,16772.0,736172.0,3166460.0,481276.00000000006,2022,8
ACEH,MAKANAN,PERDESAAN,17037.0,597940.0,3165031.0,406917.0,2021,0
ACEH,MAKANAN,PERDESAAN,17037.0,597940.0,3165031.0,414737.99999999994,2021,0
ACEH,MAKANAN,PERDESAAN,16772.0,633566.0,3166460.0,434104.0,2022,0
ACEH,MAKANAN,PERDESAAN,16772.0,633566.0,3166460.0,462137.99999999994,2022,0
ACEH,MAKANAN,PERDESAANPERKOTAAN,17037.0,643591.0,3165031.0,410420.0,2021,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,17037.0,643591.0,3165031.0,418295.99999999994,2021,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,16772.0,668480.0,3166460.0,438658.0,2022,5
ACEH,MAKANAN,PERDESAANPERKOTAAN,16772.0,668480.0,3166460.0,468254.99999999994,2022,5
ACEH,NONMAKANAN,PERKOTAAN,11226.0,529945.0,1899999.9999999998,116717.00000000001,2015,2
ACEH,NONMAKANAN,PERKOTAAN,11226.0,529945.0,1899999.9999999998,118196.00000000001,2015,2
ACEH,NONMAKANAN,PERKOTAAN,13627.000000000002,559492.0,2118500.0,121726.99999999999,2016,2
ACEH,NONMAKANAN,PERKOTAAN,13627.000000000002,559492.0,2118500.0,125719.00000000001,2016,2
ACEH,NONMAKANAN,PERDESAAN,11226.0,260183.0,1899999.9999999998,84638.0,2015,7
ACEH,NONMAKANAN,PERDESAAN,11226.0,260183.0,1899999.9999999998,87682.0,2015,7
ACEH,NONMAKANAN,PERDESAAN,13627.000000000002,272829.0,2118500.0,88288.0,2016,7
ACEH,NONMAKANAN,PERDESAAN,13627.000000000002,272829.0,2118500.0,90972.0,2016,7
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,11226.0,336764.0,1899999.9999999998,93744.0,2015,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,11226.0,336764.0,1899999.9999999998,96344.0,2015,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,13627.000000000002,356142.0,2118500.0,98155.0,2016,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,13627.000000000002,356142.0,2118500.0,101217.0,2016,4
ACEH,NONMAKANAN,PERKOTAAN,14809.0,576134.0,2500000.0,127857.99999999999,2017,2
ACEH,NONMAKANAN,PERKOTAAN,14809.0,576134.0,2500000.0,132061.0,2017,2
ACEH,NONMAKANAN,PERKOTAAN,13814.0,633864.0,2700000.0,134561.0,2018,2
ACEH,NONMAKANAN,PERKOTAAN,13814.0,633864.0,2700000.0,136434.0,2018,2
ACEH,NONMAKANAN,PERDESAAN,14809.0,287004.0,2500000.0,94463.0,2017,7
ACEH,NONMAKANAN,PERDESAAN,14809.0,287004.0,2500000.0,96799.0,2017,7
ACEH,NONMAKANAN,PERDESAAN,13814.0,331248.0,2700000.0,100825.0,2018,7
ACEH,NONMAKANAN,PERDESAAN,13814.0,331248.0,2700000.0,104778.0,2018,7
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,14809.0,373833.0,2500000.0,104495.99999999999,2017,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,14809.0,373833.0,2500000.0,107572.0,2017,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,13814.0,426149.0,2700000.0,111334.99999999999,2018,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,13814.0,426149.0,2700000.0,114830.0,2018,4
ACEH,NONMAKANAN,PERKOTAAN,15065.000000000002,640399.0000000001,2916810.0,137577.0,2019,2
ACEH,NONMAKANAN,PERKOTAAN,15065.000000000002,640399.0000000001,2916810.0,140281.0,2019,2
ACEH,NONMAKANAN,PERKOTAAN,18099.0,704431.0,3165031.0,143425.0,2020,2
ACEH,NONMAKANAN,PERKOTAAN,18099.0,704431.0,3165031.0,144182.0,2020,2
ACEH,NONMAKANAN,PERDESAAN,15065.000000000002,334915.0,2916810.0,106942.99999999999,2019,7
ACEH,NONMAKANAN,PERDESAAN,15065.000000000002,334915.0,2916810.0,110248.00000000001,2019,7
ACEH,NONMAKANAN,PERDESAAN,18099.0,378672.99999999994,3165031.0,116269.99999999999,2020,7
ACEH,NONMAKANAN,PERDESAAN,18099.0,378672.99999999994,3165031.0,116847.0,2020,7
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,15065.000000000002,434133.0,2916810.0,116842.0,2019,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,15065.000000000002,434133.0,2916810.0,120033.0,2019,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,18099.0,484536.0,3165031.0,125093.0,2020,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,18099.0,484536.0,3165031.0,125891.99999999999,2020,4
ACEH,NONMAKANAN,PERKOTAAN,17037.0,724090.0,3165031.0,147729.0,2021,2
ACEH,NONMAKANAN,PERKOTAAN,17037.0,724090.0,3165031.0,151144.0,2021,2
ACEH,NONMAKANAN,PERKOTAAN,16772.0,716408.9999999999,3166460.0,157867.0,2022,2
ACEH,NONMAKANAN,PERKOTAAN,16772.0,716408.9999999999,3166460.0,164956.0,2022,2
ACEH,NONMAKANAN,PERDESAAN,17037.0,378672.99999999994,3165031.0,122118.0,2021,7
ACEH,NONMAKANAN,PERDESAAN,17037.0,378672.99999999994,3165031.0,126262.0,2021,7
ACEH,NONMAKANAN,PERDESAAN,16772.0,406040.00000000006,3166460.0,131658.0,2022,7
ACEH,NONMAKANAN,PERDESAAN,16772.0,406040.00000000006,3166460.0,140763.0,2022,7
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,17037.0,494227.0,3165031.0,130688.99999999999,2021,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,17037.0,494227.0,3165031.0,134643.0,2021,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,16772.0,511651.0,3166460.0,140570.0,2022,4
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,16772.0,511651.0,3166460.0,149038.0,2022,4
ACEH,TOTAL,PERKOTAAN,15845.0,928844.0000000001,1550000.0,359217.0,2013,3
ACEH,TOTAL,PERKOTAAN,15845.0,928844.0000000001,1550000.0,374261.0,2013,3
ACEH,TOTAL,PERKOTAAN,15845.0,975927.0,1750000.0,383186.0,2014,3
ACEH,TOTAL,PERKOTAAN,15845.0,975927.0,1750000.0,396939.0,2014,3
ACEH,TOTAL,PERDESAAN,15845.0,508774.0,1550000.0,319416.0,2013,6
ACEH,TOTAL,PERDESAAN,15845.0,508774.0,1550000.0,337962.0,2013,6
ACEH,TOTAL,PERDESAAN,15845.0,563583.0,1750000.0,350204.0,2014,6
ACEH,TOTAL,PERDESAAN,15845.0,563583.0,1750000.0,369232.0,2014,6
ACEH,TOTAL,PERDESAANPERKOTAAN,15845.0,627381.0,1550000.0,313294.0,2013,1
ACEH,TOTAL,PERDESAANPERKOTAAN,15845.0,679850.0,1750000.0,313294.0,2014,1
ACEH,TOTAL,PERKOTAAN,11226.0,996300.0,1899999.9999999998,410414.0,2015,3
ACEH,TOTAL,PERKOTAAN,11226.0,996300.0,1899999.9999999998,420324.0,2015,3
ACEH,TOTAL,PERKOTAAN,13627.000000000002,1108346.0,2118500.0,427970.00000000006,2016,3
ACEH,TOTAL,PERKOTAAN,13627.000000000002,1108346.0,2118500.0,445488.0,2016,3
ACEH,TOTAL,PERDESAAN,11226.0,655319.0,1899999.9999999998,382117.0,2015,6
ACEH,TOTAL,PERDESAAN,11226.0,655319.0,1899999.9999999998,394419.0,2015,6
ACEH,TOTAL,PERDESAAN,13627.000000000002,685080.0,2118500.0,403985.0,2016,6
ACEH,TOTAL,PERDESAAN,13627.000000000002,685080.0,2118500.0,415826.0,2016,6
ACEH,TOTAL,PERDESAANPERKOTAAN,11226.0,752118.0,1899999.9999999998,390150.0,2015,1
ACEH,TOTAL,PERDESAANPERKOTAAN,11226.0,752118.0,1899999.9999999998,401772.0,2015,1
ACEH,TOTAL,PERDESAANPERKOTAAN,13627.000000000002,808094.0,2118500.0,410956.0,2016,1
ACEH,TOTAL,PERDESAANPERKOTAAN,13627.000000000002,808094.0,2118500.0,424765.0,2016,1
ACEH,TOTAL,PERKOTAAN,14809.0,1186867.0,2500000.0,458010.99999999994,2017,3
ACEH,TOTAL,PERKOTAAN,14809.0,1186867.0,2500000.0,479872.0,2017,3
ACEH,TOTAL,PERKOTAAN,13814.0,1271297.0000000002,2700000.0,486338.00000000006,2018,3
ACEH,TOTAL,PERKOTAAN,13814.0,1271297.0000000002,2700000.0,496751.99999999994,2018,3
ACEH,TOTAL,PERDESAAN,14809.0,781155.0,2500000.0,425730.00000000006,2017,6
ACEH,TOTAL,PERDESAAN,14809.0,781155.0,2500000.0,442869.00000000006,2017,6
ACEH,TOTAL,PERDESAAN,13814.0,837905.0000000002,2700000.0,454739.99999999994,2018,6
ACEH,TOTAL,PERDESAAN,13814.0,837905.0000000002,2700000.0,467242.0,2018,6
ACEH,TOTAL,PERDESAANPERKOTAAN,14809.0,902994.0000000001,2500000.0,435454.00000000006,2017,1
ACEH,TOTAL,PERDESAANPERKOTAAN,14809.0,902994.0000000001,2500000.0,454124.00000000006,2017,1
ACEH,TOTAL,PERDESAANPERKOTAAN,13814.0,973817.0,2700000.0,464625.99999999994,2018,1
ACEH,TOTAL,PERDESAANPERKOTAAN,13814.0,973817.0,2700000.0,476665.0,2018,1
ACEH,TOTAL,PERKOTAAN,15065.000000000002,1279820.0,2916810.0,501617.00000000006,2019,3
ACEH,TOTAL,PERKOTAAN,15065.000000000002,1279820.0,2916810.0,517899.99999999994,2019,3
ACEH,TOTAL,PERKOTAAN,18099.0,1359653.0,3165031.0,541451.0,2020,3
ACEH,TOTAL,PERKOTAAN,18099.0,1359653.0,3165031.0,543685.0,2020,3
ACEH,TOTAL,PERDESAAN,15065.000000000002,855674.0,2916810.0,479568.99999999994,2019,6
ACEH,TOTAL,PERDESAAN,15065.000000000002,855674.0,2916810.0,497615.00000000006,2019,6
ACEH,TOTAL,PERDESAAN,18099.0,945621.0000000002,3165031.0,512886.0,2020,6
ACEH,TOTAL,PERDESAAN,18099.0,945621.0000000002,3165031.0,514663.0,2020,6
ACEH,TOTAL,PERDESAANPERKOTAAN,15065.000000000002,993433.0,2916810.0,486935.0,2019,1
ACEH,TOTAL,PERDESAANPERKOTAAN,15065.000000000002,993433.0,2916810.0,504414.0,2019,1
ACEH,TOTAL,PERDESAANPERKOTAAN,18099.0,1080171.0,3165031.0,522125.00000000006,2020,1
ACEH,TOTAL,PERDESAANPERKOTAAN,18099.0,1080171.0,3165031.0,524208.00000000006,2020,1
ACEH,TOTAL,PERKOTAAN,17037.0,1458492.0,3165031.0,565776.0,2021,3
ACEH,TOTAL,PERKOTAAN,17037.0,1458492.0,3165031.0,577270.0,2021,3
ACEH,TOTAL,PERKOTAAN,16772.0,1452581.0,3166460.0,606394.0,2022,3
ACEH,TOTAL,PERKOTAAN,16772.0,1452581.0,3166460.0,646232.0,2022,3
ACEH,TOTAL,PERDESAAN,17037.0,976613.0000000001,3165031.0,529035.0,2021,6
ACEH,TOTAL,PERDESAAN,17037.0,976613.0000000001,3165031.0,541000.0,2021,6
ACEH,TOTAL,PERDESAAN,16772.0,1039606.0000000001,3166460.0,565762.0,2022,6
ACEH,TOTAL,PERDESAAN,16772.0,1039606.0000000001,3166460.0,602900.0,2022,6
ACEH,TOTAL,PERDESAANPERKOTAAN,17037.0,1137819.0,3165031.0,541109.0,2021,1
ACEH,TOTAL,PERDESAANPERKOTAAN,17037.0,1137819.0,3165031.0,552939.0,2021,1
ACEH,TOTAL,PERDESAANPERKOTAAN,16772.0,1180132.0,3166460.0,579228.0,2022,1
ACEH,TOTAL,PERDESAANPERKOTAAN,16772.0,1180132.0,3166460.0,617293.0,2022,1
SUMATERA UTARA,MAKANAN,PERKOTAAN,10618.0,416073.0,1625000.0,261677.00000000003,2015,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,10618.0,416073.0,1625000.0,273271.0,2015,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,11646.0,493141.0,1811874.9999999998,290096.0,2016,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,11646.0,493141.0,1811874.9999999998,302027.0,2016,8
SUMATERA UTARA,MAKANAN,PERDESAAN,10618.0,413087.0,1625000.0,266143.0,2015,0
SUMATERA UTARA,MAKANAN,PERDESAAN,10618.0,413087.0,1625000.0,284650.0,2015,0
SUMATERA UTARA,MAKANAN,PERDESAAN,11646.0,450979.0,1811874.9999999998,304942.0,2016,0
SUMATERA UTARA,MAKANAN,PERDESAAN,11646.0,450979.0,1811874.9999999998,313234.0,2016,0
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,10618.0,414566.0,1625000.0,263932.0,2015,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,10618.0,414566.0,1625000.0,279015.0,2015,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,11646.0,472220.0,1811874.9999999998,296832.0,2016,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,11646.0,472220.0,1811874.9999999998,308037.0,2016,5
SUMATERA UTARA,MAKANAN,PERKOTAAN,13396.000000000002,553690.0,1961353.9999999998,311996.0,2017,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,13396.000000000002,553690.0,1961353.9999999998,321688.0,2017,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,13257.0,586199.0,2132189.0,328225.0,2018,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,13257.0,586199.0,2132189.0,345167.0,2018,8
SUMATERA UTARA,MAKANAN,PERDESAAN,13396.000000000002,490603.0,1961353.9999999998,316190.0,2017,0
SUMATERA UTARA,MAKANAN,PERDESAAN,13396.000000000002,490603.0,1961353.9999999998,322222.0,2017,0
SUMATERA UTARA,MAKANAN,PERDESAAN,13257.0,519512.0,2132189.0,333843.0,2018,0
SUMATERA UTARA,MAKANAN,PERDESAAN,13257.0,519512.0,2132189.0,342317.0,2018,0
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,13396.000000000002,522766.0,1961353.9999999998,314243.0,2017,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,13396.000000000002,522766.0,1961353.9999999998,321967.0,2017,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,13257.0,554754.0,2132189.0,331105.0,2018,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,13257.0,554754.0,2132189.0,343740.0,2018,5
SUMATERA UTARA,MAKANAN,PERKOTAAN,14061.000000000002,612136.0,2303403.0,354346.0,2019,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,14061.000000000002,612136.0,2303403.0,366831.0,2019,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,15948.999999999998,643456.0,2499423.0,376919.0,2020,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,15948.999999999998,643456.0,2499423.0,378679.0,2020,8
SUMATERA UTARA,MAKANAN,PERDESAAN,14061.000000000002,533737.0,2303403.0,348030.0,2019,0
SUMATERA UTARA,MAKANAN,PERDESAAN,14061.000000000002,533737.0,2303403.0,367379.0,2019,0
SUMATERA UTARA,MAKANAN,PERDESAAN,15948.999999999998,544441.0,2499423.0,376656.0,2020,0
SUMATERA UTARA,MAKANAN,PERDESAAN,15948.999999999998,544441.0,2499423.0,378550.0,2020,0
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,14061.000000000002,576322.0,2303403.0,351215.0,2019,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,14061.000000000002,576322.0,2303403.0,367105.0,2019,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,15948.999999999998,598244.0,2499423.0,376790.0,2020,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,15948.999999999998,598244.0,2499423.0,378617.0,2020,5
SUMATERA UTARA,MAKANAN,PERKOTAAN,15486.0,630458.0,2499423.0,397996.0,2021,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,15486.0,630458.0,2499423.0,409313.0,2021,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,15131.0,689463.0,2522610.0,431588.0,2022,8
SUMATERA UTARA,MAKANAN,PERKOTAAN,15131.0,689463.0,2522610.0,458089.00000000006,2022,8
SUMATERA UTARA,MAKANAN,PERDESAAN,15486.0,579669.0,2499423.0,391979.0,2021,0
SUMATERA UTARA,MAKANAN,PERDESAAN,15486.0,579669.0,2499423.0,399971.0,2021,0
SUMATERA UTARA,MAKANAN,PERDESAAN,15131.0,631364.0,2522610.0,415301.0,2022,0
SUMATERA UTARA,MAKANAN,PERDESAAN,15131.0,631364.0,2522610.0,438098.0,2022,0
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,15486.0,607811.0,2499423.0,395104.0,2021,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,15486.0,607811.0,2499423.0,404860.0,2021,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,15131.0,663926.0,2522610.0,423759.99999999994,2022,5
SUMATERA UTARA,MAKANAN,PERDESAANPERKOTAAN,15131.0,663926.0,2522610.0,448622.99999999994,2022,5
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,10618.0,453609.0,1625000.0,102643.0,2015,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,10618.0,453609.0,1625000.0,106627.00000000001,2015,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,11646.0,474404.0,1811874.9999999998,108312.00000000001,2016,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,11646.0,474404.0,1811874.9999999998,111807.99999999999,2016,2
SUMATERA UTARA,NONMAKANAN,PERDESAAN,10618.0,269407.0,1625000.0,65752.0,2015,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,10618.0,269407.0,1625000.0,67987.0,2015,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,11646.0,287255.0,1811874.9999999998,72806.0,2016,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,11646.0,287255.0,1811874.9999999998,75473.0,2016,7
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,10618.0,360624.0,1625000.0,84021.0,2015,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,10618.0,360624.0,1625000.0,87123.0,2015,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,11646.0,381537.0,1811874.9999999998,91324.0,2016,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,11646.0,381537.0,1811874.9999999998,93795.0,2016,4
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,13396.000000000002,491793.0,1961353.9999999998,113696.00000000001,2017,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,13396.000000000002,491793.0,1961353.9999999998,117206.00000000001,2017,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,13257.0,544628.0,2132189.0,120138.0,2018,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,13257.0,544628.0,2132189.0,120623.0,2018,2
SUMATERA UTARA,NONMAKANAN,PERDESAAN,13396.000000000002,278114.0,1961353.9999999998,79842.0,2017,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,13396.000000000002,278114.0,1961353.9999999998,84935.0,2017,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,13257.0,337487.0,2132189.0,87743.0,2018,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,13257.0,337487.0,2132189.0,93173.0,2018,7
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,13396.000000000002,387051.0,1961353.9999999998,97102.0,2017,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,13396.000000000002,387051.0,1961353.9999999998,101729.0,2017,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,13257.0,446955.0,2132189.0,104865.0,2018,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,13257.0,446955.0,2132189.0,107932.0,2018,4
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,14061.000000000002,587371.0,2303403.0,129320.99999999999,2019,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,14061.000000000002,587371.0,2303403.0,139706.0,2019,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,15948.999999999998,639799.0,2499423.0,141299.0,2020,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,15948.999999999998,639799.0,2499423.0,141850.0,2020,2
SUMATERA UTARA,NONMAKANAN,PERDESAAN,14061.000000000002,369050.99999999994,2303403.0,97785.0,2019,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,14061.000000000002,369050.99999999994,2303403.0,103166.00000000001,2019,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,15948.999999999998,390593.0,2499423.0,108061.0,2020,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,15948.999999999998,390593.0,2499423.0,108091.0,2020,7
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,14061.000000000002,487640.0,2303403.0,114906.99999999999,2019,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,14061.000000000002,487640.0,2303403.0,123015.00000000001,2019,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,15948.999999999998,526007.0,2499423.0,126114.00000000001,2020,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,15948.999999999998,526007.0,2499423.0,126618.99999999999,2020,4
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,15486.0,657135.0,2499423.0,145089.0,2021,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,15486.0,657135.0,2499423.0,147124.0,2021,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,15131.0,668871.0,2522610.0,151633.0,2022,2
SUMATERA UTARA,NONMAKANAN,PERKOTAAN,15131.0,668871.0,2522610.0,157137.0,2022,2
SUMATERA UTARA,NONMAKANAN,PERDESAAN,15486.0,383019.0,2499423.0,112705.99999999999,2021,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,15486.0,383019.0,2499423.0,114016.0,2021,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,15131.0,404272.99999999994,2522610.0,118883.00000000001,2022,7
SUMATERA UTARA,NONMAKANAN,PERDESAAN,15131.0,404272.99999999994,2522610.0,125685.0,2022,7
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,15486.0,534905.0,2499423.0,130652.0,2021,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,15486.0,534905.0,2499423.0,132451.0,2021,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,15131.0,552569.0,2522610.0,137244.0,2022,4
SUMATERA UTARA,NONMAKANAN,PERDESAANPERKOTAAN,15131.0,552569.0,2522610.0,143402.0,2022,4
SUMATERA UTARA,TOTAL,PERKOTAAN,15845.0,744255.0,1375000.0,307352.0,2013,3
SUMATERA UTARA,TOTAL,PERKOTAAN,15845.0,744255.0,1375000.0,330517.0,2013,3
SUMATERA UTARA,TOTAL,PERKOTAAN,15845.0,797346.0,1505850.0,338234.0,2014,3
SUMATERA UTARA,TOTAL,PERKOTAAN,15845.0,797346.0,1505850.0,349372.0,2014,3
SUMATERA UTARA,TOTAL,PERDESAAN,15845.0,570785.0,1375000.0,263061.0,2013,6
SUMATERA UTARA,TOTAL,PERDESAAN,15845.0,570785.0,1375000.0,292186.0,2013,6
SUMATERA UTARA,TOTAL,PERDESAAN,15845.0,604073.0,1505850.0,299145.0,2014,6
SUMATERA UTARA,TOTAL,PERDESAAN,15845.0,604073.0,1505850.0,312493.0,2014,6
SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,15845.0,656133.0,1375000.0,313294.0,2013,1
