jenis_MAKANAN,jenis_NONMAKANAN,jenis_TOTAL,daerah_PERDESAAN,daerah_PERDESAANPERKOTAAN,daerah_PERKOTAAN,upah,peng,ump,gk,Cluster
False,False,True,False,False,True,0.2706953642384106,0.4698348755532986,0.5474527618319065,0.5693913005500544,3
False,False,True,False,False,True,0.39627483443708605,0.5038162122725777,0.6125709431683376,0.5979628331080867,3
False,False,True,False,False,True,0.39627483443708605,0.5038162122725777,0.6125709431683376,0.6006730706238884,3
False,False,True,True,False,False,0.2706953642384106,0.28929489779804274,0.5474527618319065,0.5228890112849728,6
False,False,True,True,False,False,0.2706953642384106,0.28929489779804274,0.5474527618319065,0.5447820042170034,6
False,False,True,True,False,False,0.39627483443708605,0.3275813118610117,0.6125709431683376,0.563308430852548,6
False,False,True,True,False,False,0.39627483443708605,0.3275813118610117,0.6125709431683376,0.5654642464593428,6
False,False,True,False,True,False,0.2706953642384106,0.34793274136036867,0.5474527618319065,0.5318252733894467,1
False,False,True,False,True,False,0.2706953642384106,0.34793274136036867,0.5474527618319065,0.5530303949376548,1
False,False,True,False,True,False,0.39627483443708605,0.3848532276800213,0.6125709431683376,0.5745169735600195,1
False,False,True,False,True,False,0.39627483443708605,0.3848532276800213,0.6125709431683376,0.5770440213422106,1
False,False,True,False,False,True,0.352317880794702,0.5458875529461942,0.6125709431683376,0.6274733646980037,3
False,False,True,False,False,True,0.352317880794702,0.5458875529461942,0.6125709431683376,0.6414176216391962,3
False,False,True,False,False,True,0.34134933774834436,0.5433715046785899,0.6129458263616603,0.6767501898622073,3
False,False,True,False,False,True,0.34134933774834436,0.5433715046785899,0.6129458263616603,0.7250807369322634,3
False,False,True,True,False,False,0.352317880794702,0.34077321981391206,0.6125709431683376,0.5829000269325303,6
False,False,True,True,False,False,0.352317880794702,0.34077321981391206,0.6125709431683376,0.5974156902613426,6
False,False,True,True,False,False,0.34134933774834436,0.36758652188144736,0.6129458263616603,0.6274563802193909,6
False,False,True,True,False,False,0.34134933774834436,0.36758652188144736,0.6129458263616603,0.6725113492712445,6
False,False,True,False,True,False,0.352317880794702,0.4093914023595774,0.6125709431683376,0.5975479265591145,1
False,False,True,False,True,False,0.352317880794702,0.4093914023595774,0.6125709431683376,0.6118998109870165,1
False,False,True,False,True,False,0.34134933774834436,0.42740215356024447,0.6129458263616603,0.643793022290915,1
False,False,True,False,True,False,0.34134933774834436,0.42740215356024447,0.6129458263616603,0.6899726064623515,1
True,False,False,False,False,True,0.08663079470198676,0.10217641793217525,0.2085599291053645,0.25854743886194287,8
True,False,False,False,False,True,0.08663079470198676,0.10217641793217525,0.2085599291053645,0.27261301350751316,8
True,False,False,False,False,True,0.12918046357615892,0.13498081784551183,0.2575846294217984,0.2930247172690899,8
True,False,False,False,False,True,0.12918046357615892,0.13498081784551183,0.2575846294217984,0.30749913257841366,8
True,False,False,True,False,False,0.08663079470198676,0.10090541131281022,0.2085599291053645,0.26396548753945853,0
True,False,False,True,False,False,0.08663079470198676,0.10090541131281022,0.2085599291053645,0.28641775508867107,0
True,False,False,True,False,False,0.12918046357615892,0.11703434058976239,0.2575846294217984,0.3110355436610286,0
True,False,False,True,False,False,0.12918046357615892,0.11703434058976239,0.2575846294217984,0.3210952077080416,0
True,False,False,False,True,False,0.08663079470198676,0.10153495544879176,0.2085599291053645,0.26128315309566386,5
True,False,False,False,True,False,0.08663079470198676,0.10153495544879176,0.2085599291053645,0.27958150244697805,5
True,False,False,False,True,False,0.12918046357615892,0.12607568405993397,0.2575846294217984,0.3011966778359833,5
True,False,False,False,True,False,0.12918046357615892,0.12607568405993397,0.2575846294217984,0.3147903266115237,5
True,False,False,False,False,True,0.20161423841059606,0.1607538184469627,0.2967988805447428,0.3195932945278436,8
True,False,False,False,False,True,0.20161423841059606,0.1607538184469627,0.2967988805447428,0.3313514064361468,8
True,False,False,False,False,True,0.1958609271523179,0.17459144543589014,0.34161565474438427,0.3392819447713282,8
True,False,False,False,False,True,0.1958609271523179,0.17459144543589014,0.34161565474438427,0.3598355902470271,8
True,False,False,True,False,False,0.20161423841059606,0.133900504784578,0.2967988805447428,0.3246813590494515,0
True,False,False,True,False,False,0.20161423841059606,0.133900504784578,0.2967988805447428,0.33199924297752464,0
True,False,False,True,False,False,0.1958609271523179,0.14620577282182623,0.34161565474438427,0.346097573403277,0
True,False,False,True,False,False,0.1958609271523179,0.14620577282182623,0.34161565474438427,0.3563780356722578,0
True,False,False,False,True,False,0.20161423841059606,0.14759085505203848,0.2967988805447428,0.32231930334521436,5
True,False,False,False,True,False,0.20161423841059606,0.14759085505203848,0.2967988805447428,0.3316898828313611,5
True,False,False,False,True,False,0.1958609271523179,0.1612067156482368,0.34161565474438427,0.34277589465741093,5
True,False,False,False,True,False,0.1958609271523179,0.1612067156482368,0.34161565474438427,0.3581043866055549,5
True,False,False,False,False,True,0.22913907284768215,0.18563166602747436,0.38653185562720926,0.37097134233187185,8
True,False,False,False,False,True,0.22913907284768215,0.18563166602747436,0.38653185562720926,0.386117857723449,8
True,False,False,False,False,True,0.30728476821192047,0.19896318890708328,0.4379556509771886,0.39835638774108856,8
True,False,False,False,False,True,0.30728476821192047,0.19896318890708328,0.4379556509771886,0.4004915793381391,8
True,False,False,True,False,False,0.22913907284768215,0.1522607189572808,0.38653185562720926,0.3633089161233655,0
True,False,False,True,False,False,0.22913907284768215,0.1522607189572808,0.38653185562720926,0.3867826787434397,0
True,False,False,True,False,False,0.30728476821192047,0.15681693290694027,0.4379556509771886,0.3980373221785748,0
True,False,False,True,False,False,0.30728476821192047,0.15681693290694027,0.4379556509771886,0.40033507949949165,0
True,False,False,False,True,False,0.22913907284768215,0.17038724838985256,0.38653185562720926,0.3671728850078007,5
True,False,False,False,True,False,0.22913907284768215,0.17038724838985256,0.38653185562720926,0.38645026823344436,5
True,False,False,False,True,False,0.30728476821192047,0.1797184630950501,0.4379556509771886,0.3981998879024411,5
True,False,False,False,True,False,0.30728476821192047,0.1797184630950501,0.4379556509771886,0.4004163623614248,5
True,False,False,False,False,True,0.28812086092715233,0.1934305217809927,0.4379556509771886,0.42392652029281236,8
True,False,False,False,False,True,0.28812086092715233,0.1934305217809927,0.4379556509771886,0.437656044897256,8
True,False,False,False,False,True,0.2734271523178808,0.21854631065427896,0.44403851773966163,0.4646795635474267,8
True,False,False,False,False,True,0.2734271523178808,0.21854631065427896,0.44403851773966163,0.49682996838460625,8
True,False,False,True,False,False,0.28812086092715233,0.17181191655964984,0.4379556509771886,0.4166268340203959,0
True,False,False,True,False,False,0.28812086092715233,0.17181191655964984,0.4379556509771886,0.4263225449542753,0
True,False,False,True,False,False,0.2734271523178808,0.19381616545049865,0.44403851773966163,0.4449205490354029,0
True,False,False,True,False,False,0.2734271523178808,0.19381616545049865,0.44403851773966163,0.4725773461024261,0
True,False,False,False,True,False,0.28812086092715233,0.18379070700913755,0.4379556509771886,0.4204180122822044,5
True,False,False,False,True,False,0.28812086092715233,0.18379070700913755,0.4379556509771886,0.4322537675213094,5
True,False,False,False,True,False,0.2734271523178808,0.2076763521684369,0.44403851773966163,0.4551828136487269,5
True,False,False,False,True,False,0.2734271523178808,0.2076763521684369,0.44403851773966163,0.4853460344881969,5
False,True,False,False,False,True,0.08663079470198676,0.11815381393501692,0.2085599291053645,0.06561104088164002,2
False,True,False,False,False,True,0.08663079470198676,0.11815381393501692,0.2085599291053645,0.07044433822405441,2
False,True,False,False,False,True,0.12918046357615892,0.127005315157286,0.2575846294217984,0.07248854154282153,2
False,True,False,False,False,True,0.12918046357615892,0.127005315157286,0.2575846294217984,0.07672980848787186,2
False,True,False,True,False,False,0.08663079470198676,0.03974726293023638,0.2085599291053645,0.020855726559599753,7
False,True,False,True,False,False,0.08663079470198676,0.03974726293023638,0.2085599291053645,0.023567177252445164,7
False,True,False,True,False,False,0.12918046357615892,0.04734435808845032,0.2575846294217984,0.02941347742641475,7
False,True,False,True,False,False,0.12918046357615892,0.04734435808845032,0.2575846294217984,0.032649020602172556,7
False,True,False,False,True,False,0.08663079470198676,0.07857425917893654,0.2085599291053645,0.04301925797239294,4
False,True,False,False,True,False,0.08663079470198676,0.07857425917893654,0.2085599291053645,0.04678253316219449,4
False,True,False,False,True,False,0.12918046357615892,0.08747598772239956,0.2575846294217984,0.051879089923108836,4
False,True,False,False,True,False,0.12918046357615892,0.08747598772239956,0.2575846294217984,0.05487685039828603,4
False,True,False,False,False,True,0.20161423841059606,0.13440703454916084,0.2967988805447428,0.07902028674652609,2
False,True,False,False,False,True,0.20161423841059606,0.13440703454916084,0.2967988805447428,0.08327853817018935,2
False,True,False,False,False,True,0.1958609271523179,0.15689653044137472,0.34161565474438427,0.08683557326254851,2
False,True,False,False,False,True,0.1958609271523179,0.15689653044137472,0.34161565474438427,0.08742396412878117,2
False,True,False,True,False,False,0.20161423841059606,0.043453443316978244,0.2967988805447428,0.03794939110644172,7
False,True,False,True,False,False,0.20161423841059606,0.043453443316978244,0.2967988805447428,0.04412810179040668,7
False,True,False,True,False,False,0.1958609271523179,0.06872587332754726,0.34161565474438427,0.04753470292933729,7
False,True,False,True,False,False,0.1958609271523179,0.06872587332754726,0.34161565474438427,0.05412225427705567,7
False,True,False,False,True,False,0.20161423841059606,0.08982305085005485,0.2967988805447428,0.05888882688206221,4
False,True,False,False,True,False,0.20161423841059606,0.08982305085005485,0.2967988805447428,0.06450219706362628,4
False,True,False,False,True,False,0.1958609271523179,0.11532150380599654,0.34161565474438427,0.06830672027291632,4
False,True,False,False,True,False,0.1958609271523179,0.11532150380599654,0.34161565474438427,0.0720275342661856,4
False,True,False,False,False,True,0.22913907284768215,0.1750903134057146,0.38653185562720926,0.09797617805556835,2
False,True,False,False,False,True,0.22913907284768215,0.1750903134057146,0.38653185562720926,0.11057502165521024,2
False,True,False,False,False,True,0.30728476821192047,0.19740656760533584,0.4379556509771886,0.11250761268594972,2
False,True,False,False,False,True,0.30728476821192047,0.19740656760533584,0.4379556509771886,0.1131760732370718,2
False,True,False,True,False,False,0.22913907284768215,0.08216125609165889,0.38653185562720926,0.05971742680296307,7
False,True,False,True,False,False,0.22913907284768215,0.08216125609165889,0.38653185562720926,0.0662455324755363,7
False,True,False,True,False,False,0.30728476821192047,0.09133072179640142,0.4379556509771886,0.07218403410483307,7
False,True,False,True,False,False,0.30728476821192047,0.09133072179640142,0.4379556509771886,0.07222042941614643,7
False,True,False,False,True,False,0.22913907284768215,0.13263928823629315,0.38653185562720926,0.08048944414654208,4
False,True,False,False,True,False,0.22913907284768215,0.13263928823629315,0.38653185562720926,0.09032588361749985,4
False,True,False,False,True,False,0.30728476821192047,0.14897040376381412,0.4379556509771886,0.09408551927617007,4
False,True,False,False,True,False,0.30728476821192047,0.14897040376381412,0.4379556509771886,0.09469817368327829,4
False,True,False,False,False,True,0.28812086092715233,0.20478572726819985,0.4379556509771886,0.117105553681871,2
False,True,False,False,False,True,0.28812086092715233,0.20478572726819985,0.4379556509771886,0.11957436896596069,2
False,True,False,False,False,True,0.2734271523178808,0.209781217450674,0.44403851773966163,0.12504458425635886,2
False,True,False,False,False,True,0.2734271523178808,0.209781217450674,0.44403851773966163,0.13172191070531689,2
False,True,False,True,False,False,0.28812086092715233,0.08810680882417415,0.4379556509771886,0.07781924147318514,7
False,True,False,True,False,False,0.28812086092715233,0.08810680882417415,0.4379556509771886,0.07940850340053526,7
False,True,False,True,False,False,0.2734271523178808,0.09715368581278233,0.44403851773966163,0.08531303607260624,7
False,True,False,True,False,False,0.2734271523178808,0.09715368581278233,0.44403851773966163,0.09356506632438899,7
False,True,False,False,True,False,0.28812086092715233,0.15275788430604784,0.4379556509771886,0.09959091670083783,4
False,True,False,False,True,False,0.28812086092715233,0.15275788430604784,0.4379556509771886,0.10177342220259572,4
False,True,False,False,True,False,0.2734271523178808,0.1602766588956204,0.44403851773966163,0.10758817977342705,4
False,True,False,False,True,False,0.2734271523178808,0.1602766588956204,0.44403851773966163,0.11505892400901632,4
False,False,True,False,False,True,0.3029801324503311,0.24186881389883622,0.14297504573889766,0.3139593003365353,3
False,False,True,False,False,True,0.3029801324503311,0.24186881389883622,0.14297504573889766,0.34206254655566903,3
False,False,True,False,False,True,0.3029801324503311,0.264467277538725,0.17730217369290638,0.3514246338025093,3
False,False,True,False,False,True,0.3029801324503311,0.264467277538725,0.17730217369290638,0.36493699971611654,3
False,False,True,True,False,False,0.3029801324503311,0.1680303951911171,0.14297504573889766,0.2602264758905326,6
False,False,True,True,False,False,0.3029801324503311,0.1680303951911171,0.14297504573889766,0.29556025729058744,6
False,False,True,True,False,False,0.3029801324503311,0.18219960763097734,0.17730217369290638,0.3040027563382434,6
False,False,True,True,False,False,0.3029801324503311,0.18219960763097734,0.17730217369290638,0.3201962435186016,6
False,False,True,False,True,False,0.3029801324503311,0.20435922069331583,0.14297504573889766,0.32116799833066834,1
False,False,True,False,True,False,0.3029801324503311,0.2227194348660186,0.17730217369290638,0.32116799833066834,1
False,False,True,False,False,True,0.08663079470198676,0.29525747674113223,0.2085599291053645,0.38307157016652066,3
False,False,True,False,False,True,0.08663079470198676,0.29525747674113223,0.2085599291053645,0.40197044215450534,3
False,False,True,False,False,True,0.12918046357615892,0.3369138035320023,0.2575846294217984,0.4244263492348492,3
False,False,True,False,False,True,0.12918046357615892,0.3369138035320023,0.2575846294217984,0.44314203148922326,3
False,False,True,True,False,False,0.08663079470198676,0.21557991911698668,0.2085599291053645,0.3437343045219961,6
False,False,True,True,False,False,0.08663079470198676,0.21557991911698668,0.2085599291053645,0.36889802276405403,6
False,False,True,True,False,False,0.12918046357615892,0.23930594355215276,0.2575846294217984,0.39936211151038115,6
False,False,True,True,False,False,0.12918046357615892,0.23930594355215276,0.2575846294217984,0.412657318733152,6
False,False,True,False,True,False,0.08663079470198676,0.25503603384640405,0.2085599291053645,0.3632155014909946,1
